Sr. No,Date of data collection,Time of data collection,pond_id,region,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
12263,01/08/2026,15:31,pond_aae02d77,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,10.4,8.39,,,,,26.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5625.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12262,01/08/2026,08:16,pond_bd0e0d33,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.2,7.74,,,0.25,0.01,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Water probiotics,,8-14 days ago,,50.0,121359.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12261,01/08/2026,07:53,pond_51789df8,Eluru,Morning,Yes,Yes,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.3,8.31,,,0.25,0.03,24.8,,,,Dark green,Yes,,,,,,"Yes, all of them",01/06/2026,"Stop feeding for 24 hours, Zeolite",,10 kgs/acre,,,Yes,,0.0,0.0,0.0,,,,,,50.0,16000.0,"Rohu (Labeo rohita), Catla (Catla catla)",4.0,,No
12260,01/08/2026,07:26,pond_aae02d77,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.5,7.81,,,0.25,0.01,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Water probiotics, Jaggery",,0-7 days ago,,600.0,5625.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12319,01/07/2026,16:06,pond_bf58902e,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)","Sunny, Cloud cover 50%",10.6,8.09,,,,,30.4,,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2907.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12267,01/07/2026,15:58,pond_1d648007,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)","Sunny, Cloud cover 50%",10.6,8.31,,,,,30.4,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2386.0,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,,No
12259,01/07/2026,15:56,pond_4302964d,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,9.5,8.41,,,,,26.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,35089.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12277,01/07/2026,15:51,pond_868241e3,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,10.9,8.5,,,,,27.5,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2240.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12269,01/07/2026,15:46,pond_c30c0534,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)","Sunny, Cloud cover 50%",10.8,8.19,,,,,30.4,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2833.0,Rohu (Labeo rohita),850.0,,No
12258,01/07/2026,15:46,pond_ac7bb683,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,11.4,9.11,,,,,26.6,,,,Dark green,No,Ph,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5814.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12276,01/07/2026,15:42,pond_a72a9ad7,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,11.4,8.47,,,,,26.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,70175.0,Rohu (Labeo rohita),,,No
12251,01/07/2026,15:41,pond_0b0963e5,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,10.5,8.34,,,,,26.0,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5357.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12257,01/07/2026,15:36,pond_a0b42194,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,11.8,9.04,,,,,26.9,,,,Dark green,No,Ph,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,11538.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12271,01/07/2026,15:35,pond_1c1e7d4b,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)","Sunny, Cloud cover 50%",8.5,8.28,,,,,30.1,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3378.0,Roopchand,200.0,,No
12275,01/07/2026,15:33,pond_d2e83c32,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,10.0,8.46,,,,,27.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,62500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12256,01/07/2026,15:32,pond_87edd7c9,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,9.6,8.37,,,,,26.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2304.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12250,01/07/2026,08:06,pond_0b0963e5,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.7,8.22,,,0.0,0.0,23.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,5357.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12270,01/07/2026,07:58,pond_1c1e7d4b,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",3.4,8.02,,,0.0,0.0,25.9,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,50.0,3378.0,Roopchand,200.0,,No
12268,01/07/2026,07:44,pond_c30c0534,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",3.5,7.91,,,0.25,0.01,25.1,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Lice medicine,,8-14 days ago,,55.0,2833.0,Rohu (Labeo rohita),850.0,,No
12274,01/07/2026,07:40,pond_d2e83c32,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.1,8.13,,,0.25,0.02,23.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Aeration every day,,0-7 days ago,,150.0,62500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12255,01/07/2026,07:38,pond_4302964d,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.0,8.09,,,0.25,0.02,24.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,50.0,35089.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12273,01/07/2026,07:30,pond_868241e3,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.8,8.02,,,0.0,0.0,23.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Aeration every day,,0-7 days ago,,500.0,2240.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12272,01/07/2026,07:26,pond_a72a9ad7,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.8,7.93,,,0.25,0.01,23.1,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Aeration every day,,0-7 days ago,,300.0,70175.0,Rohu (Labeo rohita),,,No
12254,01/07/2026,07:26,pond_ac7bb683,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.4,8.7,,,0.25,0.06,25.1,,,,Dark green,No,"Ph, Ammonia Nh3","Jaggery, Stop feeding for 24 hours, Zeolite",,,,,,,,,,,,,0.0,0.0,0.0,,Increase fertilization,,0-7 days ago,Farmer applied Poultry waste.,1500.0,5814.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12266,01/07/2026,07:25,pond_1d648007,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",4.0,8.0,,,0.0,0.0,24.8,,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,10.0,2386.0,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,,No
12318,01/07/2026,07:14,pond_bf58902e,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",3.9,7.76,,,0.0,0.0,24.6,,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,50.0,2907.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12253,01/07/2026,07:12,pond_a0b42194,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.4,8.41,,,0.5,0.06,24.9,,,,Dark green,No,Ammonia Nh3,"Jaggery, Stop feeding for 24 hours, Zeolite",,,,,,,,,,,,,0.0,0.0,0.0,,Increase fertilization,,0-7 days ago,Farmer applied Poultry waste & Cow dung .,550.0,11538.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12252,01/07/2026,07:03,pond_87edd7c9,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.5,7.84,,,0.25,0.01,25.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Water probiotics, Water sanitizers",,0-7 days ago,,1000.0,2304.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12249,01/06/2026,16:10,pond_fb9877ae,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,10.1,8.24,,,,,26.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1529.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12248,01/06/2026,15:54,pond_319c1ff7,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,10.6,8.44,,,,,26.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1733.0,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12247,01/06/2026,15:46,pond_56e8a695,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,11.3,8.4,,,,,26.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2052.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12246,01/06/2026,15:40,pond_35f0d376,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,11.7,8.38,,,,,26.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2227.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,,No
12231,01/06/2026,08:19,pond_fb9877ae,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,8.14,,,0.0,0.0,24.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1000.0,1529.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12230,01/06/2026,08:05,pond_319c1ff7,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.4,8.21,,,0.5,0.04,24.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,750.0,1733.0,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12229,01/06/2026,07:52,pond_56e8a695,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,8.35,,,0.25,0.03,24.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Stop feeding for 24 hours,01/05/2026,0-7 days ago,,1000.0,2052.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12228,01/06/2026,07:45,pond_35f0d376,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.5,8.22,,,0.5,0.04,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1750.0,2227.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,,No
12226,01/05/2026,16:05,pond_69509b5b,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,9.5,8.28,,,,,27.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,9000.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12239,01/05/2026,15:53,pond_5e81f369,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,9.8,8.46,,,,,27.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2556.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12221,01/05/2026,15:50,pond_6a5ab9d0,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,10.0,8.41,,,,,26.7,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,34483.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12238,01/05/2026,15:46,pond_ac78f7f3,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,10.4,8.41,,,,,26.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2530.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12245,01/05/2026,15:44,pond_bd0f4fd7,Nellore,Evening,Yes,Yes,,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)","Sunny, Cloud cover 50%",8.5,8.31,,,,,31.6,,,,Light brown,Yes,,,,,Yes,,,,,,,,,,0.0,0.0,0.0,,,,,,,2857.0,"Rohu (Labeo rohita), Catla (Catla catla)",550.0,,No
12220,01/05/2026,15:43,pond_2855b437,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,11.6,8.49,,,,,26.8,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,9167.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12243,01/05/2026,15:40,pond_95fa2b00,Nellore,Evening,Yes,Yes,,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)","Sunny, Cloud cover 50%",8.2,8.13,,,,,31.9,,,,Light brown,Yes,,,,,Yes,,,,,,,,,,0.0,0.0,0.0,,,,,,,3472.0,"Catla (Catla catla), Rohu (Labeo rohita)",750.0,,No
12227,01/05/2026,15:40,pond_c5b49325,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,9.6,8.35,,,,,25.7,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,7000.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12219,01/05/2026,15:40,pond_b9aedd06,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,10.5,8.46,,,,,26.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,35714.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12237,01/05/2026,15:36,pond_51789df8,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,10.1,9.19,,,,,26.9,,,,Dark green,No,Ph,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,16000.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12218,01/05/2026,15:34,pond_6fa8a2a5,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,11.2,8.39,,,,,26.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,27778.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12241,01/05/2026,15:31,pond_46bbdb3a,Eluru,Evening,No,,,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,9.2,8.36,,,,,25.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,5941.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12236,01/05/2026,15:31,pond_c7407a79,Eluru,Evening,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",Sunny,9.6,8.38,,,,,26.7,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2773.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12217,01/05/2026,15:30,pond_0a3f9f76,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,11.8,8.26,,,,,27.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2357.0,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12225,01/05/2026,08:30,pond_69509b5b,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.2,8.36,,,0.25,0.03,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,750.0,9000.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12235,01/05/2026,08:05,pond_ac78f7f3,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.7,8.11,,,0.25,0.02,24.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water probiotics",,0-7 days ago,,2000.0,2530.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12234,01/05/2026,07:56,pond_5e81f369,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,4.3,8.04,,,0.25,0.01,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,Aeration every day,,0-7 days ago,,750.0,2556.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12224,01/05/2026,07:56,pond_c5b49325,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.7,8.25,,,0.25,0.02,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,7000.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12240,01/05/2026,07:48,pond_46bbdb3a,Eluru,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.5,8.23,,,0.25,0.02,23.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,5941.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12216,01/05/2026,07:44,pond_6a5ab9d0,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,4.3,8.24,,,0.0,0.0,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water probiotics",,8-14 days ago,,100.0,34483.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12233,01/05/2026,07:41,pond_51789df8,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.5,8.88,,,0.5,0.15,24.9,,,,Dark green,No,"Ph, Ammonia Nh3","Stop feeding for 24 hours, Zeolite",,10 KG / ACRE,,,,,,,,,,,0.0,0.0,0.0,,"Water inflow (only), Medicine (other)",,0-7 days ago,,50.0,16000.0,"Rohu (Labeo rohita), Catla (Catla catla)",4.0,,No
12215,01/05/2026,07:36,pond_2855b437,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.1,8.14,,,0.0,0.0,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water probiotics",,0-7 days ago,,500.0,9167.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12232,01/05/2026,07:34,pond_c7407a79,Eluru,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.4,7.91,,,0.25,0.01,24.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water inflow (only), Water probiotics",,0-7 days ago,,600.0,2773.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12214,01/05/2026,07:29,pond_b9aedd06,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.2,8.22,,,0.25,0.02,24.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water probiotics",,0-7 days ago,,100.0,35714.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12244,01/05/2026,07:25,pond_bd0f4fd7,Nellore,Morning,Yes,Yes,,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",3.5,7.98,,,0.25,0.01,24.7,,,,Light brown,Yes,,,,,,"Yes, all of them",01/03/2026,"Stop feeding for 24 hours, Water inflow (only)",,,,,Yes,,0.0,0.0,0.0,,,,,,30.0,2857.0,"Rohu (Labeo rohita), Catla (Catla catla)",550.0,,No
12213,01/05/2026,07:25,pond_6fa8a2a5,Eluru,Morning,No,,,Focus ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.2,8.04,,,0.5,0.03,24.1,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water probiotics",,0-7 days ago,,100.0,27778.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12242,01/05/2026,07:20,pond_95fa2b00,Nellore,Morning,Yes,Yes,,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)","Sunny, Cloud cover 75%, Foggy",3.4,7.86,,,0.25,0.01,25.0,,,,Light brown,Yes,,,,,,"Yes, all of them",01/03/2026,"Stop feeding for 24 hours, Water inflow (only)",,,,,Yes,,0.0,0.0,0.0,,,,,,50.0,3472.0,"Catla (Catla catla), Rohu (Labeo rohita)",750.0,,No
12212,01/05/2026,07:20,pond_0a3f9f76,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.3,7.79,,,0.0,0.0,24.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,"Aeration every day, Water probiotics",,0-7 days ago,,1250.0,2357.0,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12279,01/04/2026,16:20,pond_f9218e7b,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",Sunny,10.9,8.44,,,,,27.0,,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2486.0,"Catla (Catla catla), Rohu (Labeo rohita)",1400.0,,No
