Sr. No,Event date,Initial entry,pond_id,region,Pond status,Type,Logged by,Data verification method,Data verified by,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Fish purchases diverted,Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Notes,Lifecycle is updated accordingly on the master doc,Created at
12412,11/08/2025,No,pond_4302964d,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,35089.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250.0,12000.0,50.0,,,,,,,,,35089,40000.0,35089.0,40000.0,,,,,0.0,,0,,,,,,,,,Farmer plans to do many harvests as needed,Yes,12/08/2025 05:13
12488,11/07/2025,No,pond_10b0b2f6,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3356.0,,Roopchand,10,800.0,3700.0,50.0,,,,,,,,,3356,5000.0,3356.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,12/13/2025 11:02
12486,11/07/2025,No,pond_1bf4ea64,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3521.0,,Roopchand,10,800.0,3700.0,50.0,,,,,,,,,3521,5000.0,3521.0,5000.0,,,,,0.0,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,12/13/2025 10:58
12485,11/07/2025,No,pond_1c1e7d4b,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3378.0,,Roopchand,10,800.0,3700.0,100.0,,,,,,,,,3378,7500.0,3378.0,7500.0,,,,,0.0,,0,,,,,,,,,,Yes,12/13/2025 10:51
12469,11/07/2025,No,pond_9719af6d,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,Roopchand,,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,58200,,0,,,Yes,12/13/2025 05:38
12150,11/06/2025,No,pond_dc98e449,Eluru,Control,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom and remove sludge,Planned harvest,50000,,0,,,Yes,11/17/2025 05:59
12139,11/06/2025,No,pond_7472ede8,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,45000 fishes were sold to grow-out farmers,Yes,11/17/2025 05:32
12466,11/05/2025,No,pond_aef38b14,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,970.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and added bleach,Planned harvest,17550,,0,,,Yes,12/13/2025 05:29
12300,11/05/2025,No,pond_0b0963e5,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,50000 fishes were sold to grow-out farmers,Yes,11/26/2025 08:44
12177,11/05/2025,No,pond_41a4dead,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,85000,,0,,,Yes,11/19/2025 05:06
12467,11/04/2025,No,pond_dda2c111,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,60.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and added bleach,Planned harvest,,,0,,68000 fishes were sold to grow out farmers,Yes,12/13/2025 05:31
12018,11/04/2025,No,pond_55356fc9,Eluru,Control,Stocking,Chaitanya,Verbal communication,,Grow-out,2358.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,2500.0,105.0,,,,,,,,,2358,50000.0,2358.0,50000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/07/2025 11:40
12483,11/03/2025,No,pond_2f7733e2,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2200.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,2200.0,,,,,,,,,2200,2200.0,2200.0,2200.0,,,,,0.0,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes",,,,,,,,,Yes,12/13/2025 10:40
12482,11/03/2025,No,pond_43720001,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2200.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,250.0,,,,,,,,,2200,2200.0,2200.0,2200.0,,,,,0.0,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes",,,,,,,,,Yes,12/13/2025 10:39
12145,11/03/2025,No,pond_251e0d5b,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,55000,,0,,,Yes,11/17/2025 05:44
12487,11/02/2025,No,pond_a3c9d163,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3233.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,800.0,3700.0,150.0,,,,,,,,,3233,7500.0,3233.0,7500.0,,,,,0.0,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,12/13/2025 10:59
12477,11/02/2025,No,pond_cf53cb6f,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,Roopchand,,,,860.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and added bleach,Planned harvest,10320,,0,,,Yes,12/13/2025 10:02
12134,11/02/2025,No,pond_9a0003fb,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1055.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,60000,,0,,,Yes,11/17/2025 05:24
12020,11/01/2025,No,pond_4a880fc8,Eluru,Control,Stocking,Chaitanya,Verbal communication,,Grow-out,2281.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,2500.0,350.0,,,,,,,,,2281,65000.0,2281.0,65000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/07/2025 11:47
12041,10/30/2025,No,pond_319c1ff7,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,1733.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,2500.0,207.0,,,,,,,,,1733,26000.0,1733.0,26000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/08/2025 05:46
12479,10/29/2025,No,pond_2e1713ae,Nellore,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3529.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,750.0,4000.0,250.0,,,,,,,,,3529,18000.0,3529.0,18000.0,,,,,0.0,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes",,,,,,,,,Yes,12/13/2025 10:09
12211,10/28/2025,No,pond_8902ecd3,Eluru,Control,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,66000,,0,,,Yes,11/20/2025 05:13
12037,10/28/2025,No,pond_c2dd8e7c,Eluru,Control,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,90000,,0,,Pond lease period got end,Yes,11/08/2025 05:21
12465,10/27/2025,No,pond_299152dc,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,850.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,1870,,0,,,Yes,12/13/2025 05:23
12464,10/27/2025,No,pond_1d648007,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,Roopchand,,,,900.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,2250,,0,,,Yes,12/13/2025 05:19
11970,10/24/2025,No,pond_a6578b7f,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2226.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,2500.0,350.0,,,,,,,,,2226,70000.0,2226.0,70000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/05/2025 06:37
12105,10/22/2025,No,pond_89aabef8,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,5842.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,300.0,10000.0,40.0,,,,,,,,,5842,43000.0,5842.0,43000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/14/2025 06:43
12017,10/22/2025,No,pond_55356fc9,Eluru,Control,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,52000,,0,,Many fish mortalities were observed in this pond due to red disease.,Yes,11/07/2025 11:35
12463,10/20/2025,No,pond_4fc9a5af,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and removed sludge,Planned harvest,,,0,,34000 fishes were sold to grow out farmers,Yes,12/13/2025 05:14
12306,10/20/2025,No,pond_69509b5b,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,9000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250.0,12000.0,30.0,,,,,,,,,9000,180000.0,9000.0,180000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/26/2025 09:13
12094,10/20/2025,No,pond_c8879b29,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2426.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,300.0,,,,,,,,,2426,66000.0,2426.0,66000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/14/2025 06:03
12038,10/20/2025,No,pond_6772b310,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,3000.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,107.0,,,,,,,,,3000,27000.0,3000.0,27000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/08/2025 05:30
11956,10/20/2025,No,pond_aae02d77,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,5625.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,350.0,8000.0,50.0,,,,,,,,,5625,45000.0,5625.0,45000.0,,,,,0.0,,0,,,,,,,,,Farmer removed all the old water and added fresh water to the pond.,Yes,11/04/2025 05:50
12104,10/18/2025,No,pond_89aabef8,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,44000 (40000 Rohu and 4000 Catla) were transferred to their own grow-out pond SRM1,Yes,11/14/2025 06:39
12093,10/18/2025,No,pond_b3126696,Eluru,Control,Stocking,Chaitanya,Verbal communication,,Grow-out,2721.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,313.0,,,,,,,,,2721,44000.0,2721.0,44000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/14/2025 05:59
12047,10/18/2025,No,pond_ac7bb683,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,5814.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,400.0,7500.0,150.0,,,,,,,,,5814,100000.0,5814.0,100000.0,,,,,0.0,,0,,,,,,,,,Completely removed the pond water and added fresh water,Yes,11/08/2025 06:39
12149,10/17/2025,No,pond_b36b9eee,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom and remove sludge,Planned harvest,96000,,0,,,Yes,11/17/2025 05:56
12462,10/15/2025,No,pond_d01750af,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,950.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and removed sludge,Planned harvest,13400,,0,,,Yes,12/13/2025 05:11
12040,10/15/2025,No,pond_319c1ff7,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1600.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,45000`,,0,,,Yes,11/08/2025 05:41
12608,10/12/2025,No,pond_a32076ad,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,70000 fishes were transferred to grow out ponds,Yes,12/20/2025 10:45
12095,10/11/2025,No,pond_11799705,Eluru,Treatment,Partial harvest,Chaitanya,Verbal communication,,Grow-out,1019.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,40000,,20000,,,Yes,11/14/2025 06:10
11867,10/11/2025,No,pond_b3126696,Eluru,Control,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1380.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,64000,,0,,,Yes,10/16/2025 05:21
12606,10/10/2025,No,pond_2781ed8d,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,13000 fished were transferred to their grow out ponds,Yes,12/20/2025 10:41
12604,10/10/2025,No,pond_b6292420,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,60000 fishes were transferred to grow out ponds,Yes,12/20/2025 10:37
12305,10/10/2025,No,pond_69509b5b,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,,,90000 fishes were sold to grow out farmers,Yes,11/26/2025 09:04
12148,10/08/2025,No,pond_a80e42b6,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,9153.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250.0,12000.0,50.0,,,,,,,,,9153,40000.0,9153.0,40000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/17/2025 05:54
12019,10/08/2025,No,pond_4a880fc8,Eluru,Control,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,78000,,0,,,Yes,11/07/2025 11:45
11865,10/07/2025,No,pond_0a3f9f76,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2357.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,150.0,,,,,,,,,2357,66000.0,2357.0,66000.0,,,,,0.0,,0,,,,,,,,,,Yes,10/16/2025 05:09
11866,10/06/2025,No,pond_c8879b29,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,221.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1050.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,70000,,6000,,Farmer says approximately 6000 fishes might be left behind in the pond which were not caught while harvesting,Yes,10/16/2025 05:14
12046,10/02/2025,No,pond_ac7bb683,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,600.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,Sold 100000 fishes to other grow out farmer,Yes,11/08/2025 06:35
12039,10/01/2025,No,pond_3a0067e4,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Rearing,63158.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,150.0,80000.0,10.0,,,,,,,,,63158,300000.0,63158.0,300000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/08/2025 05:36
11765,10/01/2025,No,pond_7fd480e0,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2546.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,150.0,,,,,,,,,2546,27500.0,2546.0,27500.0,,,,,0.0,,1,Sun dried the pond bottom and added burnt lime,,,,,,,,,Yes,10/10/2025 04:54
12147,09/28/2025,No,pond_05d9df8f,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,7368.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,300.0,10000.0,30.0,,,,,,,,,7368,70000.0,7368.0,70000.0,,,,,0.0,,0,,,,,,,,,,Yes,11/17/2025 05:49
11869,09/25/2025,No,pond_bdf8fe72,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,7576.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250.0,12000.0,50.0,,,,,,,,,7576,50000.0,7576.0,50000.0,,,,,0.0,,0,,,,,,,,,,Yes,10/16/2025 05:34
12461,09/22/2025,No,pond_ba85724b,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,900.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom and added bleach,Planned harvest,3340,,0,,,Yes,12/13/2025 05:08
11687,09/22/2025,No,pond_2781ed8d,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,11818.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,200.0,12000.0,50.0,,,,,,,,,11818,13000.0,11818.0,13000.0,,,,,0.0,,0,,,,,,,,,,Yes,10/01/2025 03:55
11541,09/22/2025,No,pond_05edabe9,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,40000,,0,,,Yes,09/24/2025 07:55
11540,09/22/2025,No,pond_6772b310,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1363.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,30000,,0,,,Yes,09/24/2025 07:53
11873,09/20/2025,No,pond_5aaa5b01,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,66000,,0,,,Yes,10/16/2025 05:57
11871,09/20/2025,No,pond_868241e3,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2240.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,200.0,,,,,,,,,2240,28000.0,2240.0,28000.0,,,,,0.0,,1,"Sun dried the pond bottom, removed sludge, strengthened the dykes",,,,,,,,,Yes,10/16/2025 05:45
11537,09/20/2025,No,pond_e25b2cfc,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2740.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,106.0,,,,,,,,,2740,40000.0,2740.0,40000.0,,,,,0.0,,0,,,,,,,,,,Yes,09/24/2025 07:37
11535,09/20/2025,No,pond_e797c43a,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2963.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,106.0,,,,,,,,,2963,40000.0,2963.0,40000.0,,,,,0.0,,0,,,,,,,,,,Yes,09/24/2025 06:46
11524,09/20/2025,No,pond_439eae87,Eluru,Treatment,Partial harvest,Chaitanya,Verbal communication,,Breed-out,3938.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,269.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,31500,,32500 fishes were transferred to grow out pond RTV2,Yes,09/23/2025 07:03
11522,09/20/2025,No,pond_16becad9,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2407.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,269.0,,,,,,,,,2407,32500.0,2407.0,32500.0,,,,,0.0,,0,,,,,,,,,,Yes,09/23/2025 06:50
12144,09/19/2025,No,pond_5557d8af,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,950.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,41000,,0,,,Yes,11/17/2025 05:42
11538,09/19/2025,No,pond_d8d30ad3,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2129.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200.0,2500.0,209.0,,,,,,,,,2129,66000.0,2129.0,66000.0,,,,,0.0,,0,,,,,,,,,,Yes,09/24/2025 07:46
12611,09/18/2025,No,pond_b08d22b5,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Nursery,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,150.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,,,0,,90000 fishes were sold to other farmers,Yes,12/20/2025 10:56
11870,09/18/2025,No,pond_a72a9ad7,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Nursery,70175.0,,Rohu (Labeo rohita),9:1,50.0,60000.0,10.0,,,,,,,,,70175,400000.0,70175.0,400000.0,,,,,0.0,,0,,,,,,,,,,Yes,10/16/2025 05:42
12610,09/17/2025,No,pond_7dded911,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Rearing,0.0,,Catla (Catla catla),,,,200.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,,,0,,85000 fishes were sold to breed out farmers,Yes,12/20/2025 10:53
11955,09/15/2025,No,pond_aae02d77,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,,,0,,45000 fishes were sold to other grow out farmer,Yes,11/04/2025 05:47
11868,09/15/2025,No,pond_fc8ef4d2,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,6667.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250.0,12000.0,30.0,,,,,,,,,6667,100000.0,6667.0,100000.0,,,,,0.0,,0,,,,,,,,,,Yes,10/16/2025 05:31
11516,09/15/2025,No,pond_bed02137,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,7407.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,150.0,20000.0,30.0,,,,,,,,,7407,10000.0,7407.0,10000.0,,,,,0.0,,1,Sun dried the pond bottom and removed sludge,,,,,,,,,Yes,09/23/2025 06:00
12415,09/10/2025,No,pond_bd0e0d33,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Breed-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,700.0,,,,,,,,,,,,,,,,,,,,,0,,,30000,,0,,30 tons of fishes were sold to other grow out farmers,Yes,12/08/2025 05:32
12414,09/10/2025,No,pond_a434fd56,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,300.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom and remove sludge,Planned harvest,,,0,,50000 fishes were sold to grow out farmers,Yes,12/08/2025 05:28
11528,09/10/2025,No,pond_c2458988,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Breed-out,7514.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,200.0,15000.0,50.0,,,,,,,,,7514,130000.0,7514.0,130000.0,,,,,0.0,,1,Sun dried pond bottom and treated with medicines to remove tilapia eggs,,,,,,,,,Yes,09/23/2025 07:21
11763,09/08/2025,No,pond_cf980f71,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2588.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,350.0,,,,,,,,,2588,110000.0,2588.0,110000.0,,,,,0.0,,0,,,,,,,,,,Yes,10/10/2025 04:47
11459,09/08/2025,No,pond_5f9e292b,Eluru,Treatment,Stocking,Chaitanya,Verbal communication,,Grow-out,2729.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000.0,3000.0,300.0,,,,,,,,,2729,80000.0,2729.0,80000.0,,,,,0.0,,0,,,,,,,,,,Yes,09/17/2025 06:25
11969,09/06/2025,No,pond_a6578b7f,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,84000,,0,,,Yes,11/05/2025 06:33
11536,09/05/2025,No,pond_e25b2cfc,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,36000,,0,,,Yes,09/24/2025 06:51
11529,09/05/2025,No,pond_3a0067e4,Eluru,Treatment,Harvest,Chaitanya,Verbal communication,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,100.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,,,0,,130000 fishes were transferred to AAR3 and 200000 fishes were sold to other farmers,Yes,09/23/2025 07:30
