Sr. No,Date of data collection,Time of data collection,Pond ID,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
12285,01/18/2026,08:08,pond_89aabef8,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.1,8.1,,,0.25,0.01,23.4,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,,0-7 days ago,,300,5842,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12262,01/08/2026,08:16,pond_bd0e0d33,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.2,7.74,,,0.25,0.01,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Water probiotics,,8-14 days ago,,50,121359,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12260,01/08/2026,07:26,pond_aae02d77,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.5,7.81,,,0.25,0.01,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Water probiotics, Jaggery",,0-7 days ago,,600,5625,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12250,01/07/2026,08:06,pond_0b0963e5,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.7,8.22,,,0.0,0.0,23.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,5357,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12274,01/07/2026,07:40,pond_d2e83c32,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.1,8.13,,,0.25,0.02,23.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,150,62500,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12255,01/07/2026,07:38,pond_4302964d,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,4.0,8.09,,,0.25,0.02,24.8,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,50,35089,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12273,01/07/2026,07:30,pond_868241e3,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.8,8.02,,,0.0,0.0,23.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,500,2240,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12272,01/07/2026,07:26,pond_a72a9ad7,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.8,7.93,,,0.25,0.01,23.1,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,300,70175,Rohu (Labeo rohita),,,No
12254,01/07/2026,07:26,pond_ac7bb683,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.4,8.7,,,0.25,0.06,25.1,,,,Dark green,No,"Ph, Ammonia Nh3","Jaggery, Stop feeding for 24 hours, Zeolite",,,,,,,,,,,,,0,0,0,,Increase fertilization,,0-7 days ago,Farmer applied Poultry waste.,1500,5814,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12253,01/07/2026,07:12,pond_a0b42194,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.4,8.41,,,0.5,0.06,24.9,,,,Dark green,No,Ammonia Nh3,"Jaggery, Stop feeding for 24 hours, Zeolite",,,,,,,,,,,,,0,0,0,,Increase fertilization,,0-7 days ago,Farmer applied Poultry waste & Cow dung .,550,11538,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12252,01/07/2026,07:03,pond_87edd7c9,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.5,7.84,,,0.25,0.01,25.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Water probiotics, Water sanitizers",,0-7 days ago,,1000,2304,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12231,01/06/2026,08:19,pond_fb9877ae,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,8.14,,,0.0,0.0,24.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,1529,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12230,01/06/2026,08:05,pond_319c1ff7,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.4,8.21,,,0.5,0.04,24.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,1733,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,,No
12229,01/06/2026,07:52,pond_56e8a695,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.2,8.35,,,0.25,0.03,24.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 24 hours,01/05/2026,0-7 days ago,,1000,2052,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12228,01/06/2026,07:45,pond_35f0d376,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Sunny,3.5,8.22,,,0.5,0.04,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1750,2227,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,,No
12225,01/05/2026,08:30,pond_69509b5b,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.2,8.36,,,0.25,0.03,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,9000,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,,No
12235,01/05/2026,08:05,pond_ac78f7f3,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.7,8.11,,,0.25,0.02,24.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water probiotics",,0-7 days ago,,2000,2625,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12234,01/05/2026,07:56,pond_5e81f369,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,4.3,8.04,,,0.25,0.01,24.2,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Aeration every day,,0-7 days ago,,750,2556,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12224,01/05/2026,07:56,pond_c5b49325,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.7,8.25,,,0.25,0.02,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,7000,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12240,01/05/2026,07:48,pond_46bbdb3a,Morning,No,,,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.5,8.23,,,0.25,0.02,23.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,5941,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12216,01/05/2026,07:44,pond_6a5ab9d0,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,4.3,8.24,,,0.0,0.0,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water probiotics",,8-14 days ago,,100,34483,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12233,01/05/2026,07:41,pond_51789df8,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.5,8.88,,,0.5,0.15,24.9,,,,Dark green,No,"Ph, Ammonia Nh3","Stop feeding for 24 hours, Zeolite",,10 KG / ACRE,,,,,,,,,,,0,0,0,,"Water inflow (only), Medicine (other)",,0-7 days ago,,50,16000,"Rohu (Labeo rohita), Catla (Catla catla)",4.0,,No
12215,01/05/2026,07:36,pond_2855b437,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.1,8.14,,,0.0,0.0,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water probiotics",,0-7 days ago,,500,9167,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12232,01/05/2026,07:34,pond_c7407a79,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.4,7.91,,,0.25,0.01,24.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water inflow (only), Water probiotics",,0-7 days ago,,600,2773,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12214,01/05/2026,07:29,pond_b9aedd06,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.2,8.22,,,0.25,0.02,24.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water probiotics",,0-7 days ago,,100,35714,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12213,01/05/2026,07:25,pond_6fa8a2a5,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.2,8.04,,,0.5,0.03,24.1,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water probiotics",,0-7 days ago,,100,27778,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
12212,01/05/2026,07:20,pond_0a3f9f76,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.3,7.79,,,0.0,0.0,24.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Aeration every day, Water probiotics",,0-7 days ago,,1250,2357,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12208,01/04/2026,08:13,pond_bdf8fe72,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.9,8.21,,,0.25,0.02,23.5,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,300,7576,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12278,01/04/2026,07:45,pond_f9218e7b,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",Foggy,3.0,8.14,,,0.25,0.02,23.9,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1000,2486,"Catla (Catla catla), Rohu (Labeo rohita)",1400.0,,No
12207,01/04/2026,07:45,pond_fc8ef4d2,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.0,8.04,,,0.0,0.0,23.8,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,500,6667,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,,No
12206,01/04/2026,07:27,pond_9252e874,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)","Sunny, Foggy",3.3,8.11,,,0.25,0.02,24.3,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,600,2717,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,,No
12196,01/03/2026,08:12,pond_b6292420,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.3,7.61,,,0.25,0.01,24.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 48 hours,,0-7 days ago,,300,14286,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12195,01/03/2026,08:03,pond_a32076ad,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.4,7.92,,,0.25,0.01,24.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 48 hours,,0-7 days ago,,250,13208,"Rohu (Labeo rohita), Catla (Catla catla)",70.0,,No
12194,01/03/2026,07:51,pond_2781ed8d,Morning,No,,,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Sunny,3.8,7.84,,,0.25,0.01,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Stop feeding for 48 hours,,0-7 days ago,,100,11818,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,,No
12177,01/02/2026,08:16,pond_16becad9,Morning,No,,,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.2,8.05,,,0.25,0.01,23.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Tilapia poison,01/01/2026,,,300,2407,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,,No
12180,01/02/2026,08:07,pond_b296eebf,Morning,No,,,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.7,8.09,,,0.25,0.01,23.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1800,2078,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,,No
12179,01/02/2026,07:58,pond_d5629838,Morning,No,,,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.4,7.9,,,0.0,0.0,23.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,1672,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,,No
12176,01/02/2026,07:55,pond_166e730f,Morning,No,,,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.1,7.9,,,0.5,0.02,23.4,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,1500,1534,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,,No
12178,01/02/2026,07:48,pond_c01f770d,Morning,No,,,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.5,7.81,,,0.25,0.01,23.5,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,Medicine (other),01/01/2026,0-7 days ago,,1000,2424,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,,No
12175,01/02/2026,07:45,pond_e797c43a,Morning,No,,,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.4,8.03,,,0.0,0.0,23.3,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,2963,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12165,01/02/2026,07:44,pond_8902ecd3,Morning,No,,,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.1,8.11,,,0.25,0.02,24.7,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Stop feeding for 24 hours, Water probiotics",01/01/2026,0-7 days ago,,750,2500,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12174,01/02/2026,07:38,pond_e25b2cfc,Morning,No,,,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",Foggy,3.2,8.15,,,0.0,0.0,23.2,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,,,,,750,2740,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,,No
12168,01/02/2026,07:37,pond_a6578b7f,Morning,No,,,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit","Foggy, Sunny",3.8,8.08,,,0.25,0.02,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Lime, Water probiotics, Stop feeding for 24 hours, Water sanitizers",,0-7 days ago,,500,2226,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12164,01/02/2026,07:37,pond_4a880fc8,Morning,No,,,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.1,7.76,,,0.25,0.01,24.4,,,,Saturated green,Yes,,,,,,,,,,,,,,,0,0,0,,"Stop feeding for 24 hours, Water probiotics",01/01/2026,0-7 days ago,,600,2281,"Rohu (Labeo rohita), Catla (Catla catla)",350.0,,No
12163,01/02/2026,07:30,pond_7eadb9bf,Morning,No,,,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.3,8.04,,,0.25,0.01,24.9,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Water probiotics, Stop feeding for 24 hours",01/01/2026,0-7 days ago,,2000,2857,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,,No
12167,01/02/2026,07:24,pond_4e07e1a3,Morning,No,,,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.2,7.74,,,0.25,0.01,24.1,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Lime, Stop feeding for 24 hours, Water sanitizers, Water probiotics",,0-7 days ago,,1500,2516,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
12166,01/02/2026,07:13,pond_a59c9ac7,Morning,No,,,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",Foggy,3.3,7.94,,,0.5,0.02,24.6,,,,Dark green,Yes,,,,,,,,,,,,,,,0,0,0,,"Stop feeding for 24 hours, Increase fertilization",01/01/2026,0-7 days ago,,900,2130,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,,No
